ID,Title,Price,Miles,Location,Market Price
1083,2020 Toyota Corolla XSE FWD,$24438,18497 mi,"Brookfield, WI",$1730 below market
1084,2013 Cadillac SRX Performance AWD,$11997,152388 mi,"Milwaukee, WI",$481 below market
1085,2018 Ford F-150 Lariat SuperCrew 4WD,$35984,72810 mi,"West Bend, WI",$821 below market
1086,2017 GMC Acadia SLE-2 FWD,$19811,80110 mi,"West Bend, WI",$485 below market
1087,2020 Buick Encore GX Essence AWD,$21899,53377 mi,"Gurnee, IL",$3359 below market
1088,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,"Saukville, WI",$4262 below market
1089,2021 Cadillac XT4 Sport AWD,$34999,17477 mi,"Saukville, WI",$3749 below market
1090,2022 Volkswagen ID.4 Pro S RWD,$35706,3794 mi,"Milwaukee, WI",$3214 below market
1091,2019 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$41765,41100 mi,"Cedarburg, WI",$2893 below market
1092,2020 Ford F-150 XLT SuperCrew 4WD,$36994,32889 mi,"Cedarburg, WI",$2597 below market
1093,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,"Cedarburg, WI",$2435 below market
1094,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,"Cedarburg, WI",$3193 below market
1095,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,"Gurnee, IL",$1625 below market
1096,2023 Volkswagen Golf R 2.0T 4Motion AWD,$52227,1916 mi,"Milwaukee, WI",$3955 below market
1097,2023 Porsche Macan T AWD,$61382,2301 mi,"Milwaukee, WI",$5636 below market
1098,2021 Honda Accord Hybrid Touring FWD,$31150,24401 mi,"Gurnee, IL",$2558 below market
1099,2022 Hyundai Santa Fe SEL AWD,$29500,15795 mi,"Gurnee, IL",$3087 below market
1100,2016 Nissan Rogue S FWD,$10990,101100 mi,"Gurnee, IL",$2296 below market
1101,2020 GMC Sierra 2500HD AT4 Crew Cab 4WD,$54603,55629 mi,"Plymouth, WI",$5430 below market
1102,2021 Dodge Durango R/T AWD,$37990,60918 mi,"Burlington, WI",$1608 below market
1103,2022 Ford F-150 XLT SuperCrew 4WD,$48986,24347 mi,"Milwaukee, WI",$1026 below market
1104,2019 Ford Expedition Limited 4WD,$35990,101457 mi,"Burlington, WI",$995 below market
1105,2021 Jeep Gladiator Rubicon Crew Cab 4WD,$46986,23372 mi,"Racine, WI",$884 below market
1106,2020 Ford F-150 Lariat SuperCrew 4WD,$33955,72973 mi,"Milwaukee, WI",$7141 below market
1107,2012 Toyota RAV4 Base,$7999,125247 mi,"Zion, IL",$3840 below market
1108,2007 Ford F-250 Super Duty Lariat Crew Cab 4WD,$11999,142287 mi,"Zion, IL",$6291 below market
1109,2021 Jeep Wrangler Unlimited Rubicon 392 4WD,$65305,10945 mi,"Plymouth, WI",$11400 below market
1110,2022 Jeep Compass Latitude FWD,$23105,9168 mi,"Plymouth, WI",$4786 below market
1111,2013 Ford Escape SE AWD,$6999,111077 mi,"Milwaukee, WI",$3643 below market
1112,2015 Chrysler Town & Country Touring-L FWD,$10995,99926 mi,"Fox Lake, IL",$3860 below market
1113,2017 RAM 1500 Big Horn Crew Cab 4WD,$19995,128055 mi,"Mchenry, IL",$4387 below market
1114,2019 Ford F-150 XLT SuperCrew LB 4WD,$32994,35626 mi,"Sheboygan, WI",$6179 below market
1115,2021 BMW X5 M AWD,$84858,11135 mi,"Milwaukee, WI",$8218 below market
1116,2013 Honda Odyssey EX-L FWD,$7998,169189 mi,"Milwaukee, WI",$3345 below market
1117,2020 Ford Explorer Platinum AWD,$35458,45472 mi,"Oconomowoc, WI",$5394 below market
1118,2023 Cadillac XT6 Premium Luxury AWD,$51000,2326 mi,"Plymouth, WI",$6480 below market
1119,2017 Ford F-150 XLT 4WD,$15935,157369 mi,"Milwaukee, WI",$4676 below market
1120,2020 Honda CR-V EX-L AWD,$27424,25954 mi,"Milwaukee, WI",$3309 below market
1121,2019 Jeep Grand Cherokee Altitude 4WD,$31983,37235 mi,"Milwaukee, WI",$421 below market
1122,2019 Toyota Highlander XLE AWD,$33220,29108 mi,"Brookfield, WI",$2612 below market
1123,2019 Chevrolet Bolt EV LT FWD,$21676,18130 mi,"Plymouth, WI",$688 below market
1124,2020 Chrysler Pacifica Hybrid Touring L FWD,$34250,7648 mi,"Plymouth, WI",$1722 below market
1125,2016 Ford F-150 XLT SuperCrew 4WD,$23999,91460 mi,"Random Lake, WI",$2785 below market
1126,2002 Honda S2000 Roadster,$21900,89791 mi,"Delavan, WI",$4698 below market
1127,2020 Ford F-150 Lariat SuperCrew 4WD,$45000,20429 mi,"Greenfield, WI",$4055 below market
1128,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
1129,2022 Honda Accord EX-L FWD,$29971,14824 mi,"Kenosha, WI",$2069 below market
1130,2015 Chevrolet Equinox 2LT FWD,$8985,140308 mi,"Beaver Dam, WI",$1888 below market
1131,2019 Jeep Compass Limited 4WD,$18985,89308 mi,"Beaver Dam, WI",$1679 below market
1132,2017 Chevrolet Silverado 1500 LT 4WD,$23990,106188 mi,"Beaver Dam, WI",$3333 below market
1133,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
1134,2022 GMC Terrain SLE AWD,$27883,7826 mi,"Plymouth, WI",$2699 below market
1135,2022 Chevrolet Silverado 1500 RST Crew Cab 4WD,$50999,13682 mi,"Plymouth, WI",$3961 below market
1136,2020 Chevrolet Silverado 1500 Custom Double Cab 4WD,$32690,32120 mi,"Plymouth, WI",$2220 below market
1137,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
1138,2021 GMC Terrain SLT AWD,$29000,24538 mi,"Beaver Dam, WI",$2039 below market
1139,2021 Chevrolet Tahoe Z71 4WD,$58903,53246 mi,"Plymouth, WI",$2931 below market
1140,2021 Volkswagen Golf TSI FWD,$21944,27411 mi,"West Bend, WI",$1635 below market
1141,2021 Nissan Rogue Sport SV AWD,$25830,27498 mi,"Waukesha, WI",$1088 above market
1142,2020 Hyundai Sonata SEL Plus FWD,$24994,22389 mi,"West Bend, WI",$30 below market
1143,2017 Ford Fusion Energi Platinum,$23300,23769 mi,"Kenosha, WI",$102 above market
1144,2004 Cadillac XLR RWD,$20999,49495 mi,"Brown Deer, WI",$3609 below market
1145,2023 Acura RDX SH-AWD with Advance and A-Spec Package,$49686,351 mi,"Milwaukee, WI",$2892 below market
1146,2020 Dodge Charger Scat Pack RWD,$40899,44968 mi,"West Bend, WI",$2571 below market
1147,2020 Ford Ranger XL SuperCab 4WD,$19580,133189 mi,"Watertown, WI",$2514 below market
1148,2020 GMC Sierra 1500 SLT Crew Cab 4WD,$43580,48600 mi,"Watertown, WI",$2900 below market
1149,2019 Chevrolet Camaro,$26995,1787 mi,"Plymouth, WI",$3768 below market
1150,2013 Chevrolet Silverado 1500 LT Extended Cab 4WD,$8998,204254 mi,"Delavan, WI",$2605 below market
1151,2021 Ford F-150 XLT SuperCrew 4WD,$39898,20260 mi,"Delavan, WI",$4506 below market
1152,2021 Cadillac XT5 Premium Luxury AWD,$40884,8106 mi,"Delavan, WI",$3771 below market
1153,2021 Chevrolet Suburban Z71 4WD,$59898,48674 mi,"Delavan, WI",$4990 below market
1154,2016 GMC Yukon SLE 4WD,$29999,50500 mi,"Sheboygan Falls, WI",$2128 below market
1155,2020 Volvo XC90 T6 Momentum 7-Passenger AWD,$38929,34729 mi,"Waukesha, WI",$2918 below market
1156,2017 Chevrolet Tahoe LT 4WD,$28594,111278 mi,"Milwaukee, WI",$2357 below market
1157,2020 Chevrolet Equinox 2.0T Premier AWD,$29282,4777 mi,"Milwaukee, WI",$2345 below market
1158,2020 Toyota Tacoma TRD Sport Double Cab 4WD,$35800,24317 mi,"Milwaukee, WI",$3496 below market
1159,2020 Chevrolet Blazer 2LT FWD,$29073,15789 mi,"Milwaukee, WI",$826 above market
1160,2017 Jeep Wrangler Unlimited Sahara 4WD,$28500,80372 mi,"West Allis, WI",$976 below market
1161,2021 Toyota Venza Limited AWD,$37700,40501 mi,"Kenosha, WI",$828 below market
1162,2022 Volkswagen ID.4 Pro S RWD,$35706,3794 mi,"Milwaukee, WI",$3214 below market
1163,2016 Ford F-150 XLT SuperCrew 4WD,$23999,91460 mi,"Random Lake, WI",$2785 below market
1164,2002 Honda S2000 Roadster,$21900,89791 mi,"Delavan, WI",$4698 below market
1165,2020 Ford F-150 Lariat SuperCrew 4WD,$45000,20429 mi,"Greenfield, WI",$4055 below market
1166,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
1167,2022 Honda Accord EX-L FWD,$29971,14824 mi,"Kenosha, WI",$2069 below market
1168,2015 Chevrolet Equinox 2LT FWD,$8985,140308 mi,"Beaver Dam, WI",$1888 below market
1169,2019 Jeep Compass Limited 4WD,$18985,89308 mi,"Beaver Dam, WI",$1679 below market
1170,2017 Chevrolet Silverado 1500 LT 4WD,$23990,106188 mi,"Beaver Dam, WI",$3333 below market
1171,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
1172,2022 GMC Terrain SLE AWD,$27883,7826 mi,"Plymouth, WI",$2699 below market
1173,2022 Chevrolet Silverado 1500 RST Crew Cab 4WD,$50999,13682 mi,"Plymouth, WI",$3961 below market
1174,2020 Chevrolet Silverado 1500 Custom Double Cab 4WD,$32690,32120 mi,"Plymouth, WI",$2220 below market
1175,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
1176,2021 GMC Terrain SLT AWD,$29000,24538 mi,"Beaver Dam, WI",$2039 below market
1177,2021 Chevrolet Tahoe Z71 4WD,$58903,53246 mi,"Plymouth, WI",$2931 below market
1178,2019 GMC Sierra 1500 Elevation Crew Cab LB 4WD,$39790,32468 mi,"Plymouth, WI",$1535 below market
1179,2020 Volkswagen Atlas Cross Sport V6 SEL Premium 4Motion,$34995,52877 mi,"Milwaukee, WI",$509 below market
1180,2021 Ford F-150 Lariat SuperCrew 4WD,$45959,49046 mi,"Milwaukee, WI",$681 below market
1181,2018 Hyundai Santa Fe Sport 2.4L FWD,$16908,69370 mi,"Bristol, WI",$1098 below market
1182,2020 Ford F-150 Lariat SuperCrew 4WD,$33955,72973 mi,"Milwaukee, WI",$7141 below market
1183,2012 Toyota RAV4 Base,$7999,125247 mi,"Zion, IL",$3840 below market
1184,2007 Ford F-250 Super Duty Lariat Crew Cab 4WD,$11999,142287 mi,"Zion, IL",$6291 below market
1185,2021 Jeep Wrangler Unlimited Rubicon 392 4WD,$65305,10945 mi,"Plymouth, WI",$11400 below market
1186,2022 Jeep Compass Latitude FWD,$23105,9168 mi,"Plymouth, WI",$4786 below market
1187,2013 Ford Escape SE AWD,$6999,111077 mi,"Milwaukee, WI",$3643 below market
1188,2015 Chrysler Town & Country Touring-L FWD,$10995,99926 mi,"Fox Lake, IL",$3860 below market
1189,2017 RAM 1500 Big Horn Crew Cab 4WD,$19995,128055 mi,"Mchenry, IL",$4387 below market
1190,2019 Ford F-150 XLT SuperCrew LB 4WD,$32994,35626 mi,"Sheboygan, WI",$6179 below market
1191,2021 BMW X5 M AWD,$84858,11135 mi,"Milwaukee, WI",$8218 below market
1192,2013 Honda Odyssey EX-L FWD,$7998,169189 mi,"Milwaukee, WI",$3345 below market
1193,2020 Ford Explorer Platinum AWD,$35458,45472 mi,"Oconomowoc, WI",$5394 below market
1194,2023 Cadillac XT6 Premium Luxury AWD,$51000,2326 mi,"Plymouth, WI",$6480 below market
1195,2017 Ford F-150 XLT 4WD,$15935,157369 mi,"Milwaukee, WI",$4676 below market
1196,2020 Honda CR-V EX-L AWD,$27424,25954 mi,"Milwaukee, WI",$3309 below market
1197,2020 Ford Escape Hybrid SE Sport FWD,$26950,31930 mi,"Oconomowoc, WI",$872 below market
1198,2019 Nissan Pathfinder S 4WD,$23670,40789 mi,"Greenfield, WI",$393 below market
1199,2022 Ford F-150 XLT SuperCrew 4WD,$50999,16023 mi,"Random Lake, WI",$2003 below market
1200,2021 Chevrolet Silverado 2500HD LTZ Crew Cab 4WD,$65800,27800 mi,"Plymouth, WI",$968 below market
1201,2020 Ford F-150 Lariat SuperCrew 4WD,$33955,72973 mi,"Milwaukee, WI",$7141 below market
1202,2012 Toyota RAV4 Base,$7999,125247 mi,"Zion, IL",$3840 below market
1203,2007 Ford F-250 Super Duty Lariat Crew Cab 4WD,$11999,142287 mi,"Zion, IL",$6291 below market
1204,2021 Jeep Wrangler Unlimited Rubicon 392 4WD,$65305,10945 mi,"Plymouth, WI",$11400 below market
1205,2022 Jeep Compass Latitude FWD,$23105,9168 mi,"Plymouth, WI",$4786 below market
1206,2013 Ford Escape SE AWD,$6999,111077 mi,"Milwaukee, WI",$3643 below market
1207,2015 Chrysler Town & Country Touring-L FWD,$10995,99926 mi,"Fox Lake, IL",$3860 below market
1208,2017 RAM 1500 Big Horn Crew Cab 4WD,$19995,128055 mi,"Mchenry, IL",$4387 below market
1209,2019 Ford F-150 XLT SuperCrew LB 4WD,$32994,35626 mi,"Sheboygan, WI",$6179 below market
1210,2021 BMW X5 M AWD,$84858,11135 mi,"Milwaukee, WI",$8218 below market
1211,2013 Honda Odyssey EX-L FWD,$7998,169189 mi,"Milwaukee, WI",$3345 below market
1212,2020 Ford Explorer Platinum AWD,$35458,45472 mi,"Oconomowoc, WI",$5394 below market
1213,2023 Cadillac XT6 Premium Luxury AWD,$51000,2326 mi,"Plymouth, WI",$6480 below market
1214,2017 Ford F-150 XLT 4WD,$15935,157369 mi,"Milwaukee, WI",$4676 below market
1215,2020 Honda CR-V EX-L AWD,$27424,25954 mi,"Milwaukee, WI",$3309 below market
1216,2019 Kia Rio LX FWD,$12989,69166 mi,"Milwaukee, WI",$1078 below market
1217,2012 Nissan Rogue SV,$10995,90599 mi,"Greenfield, WI",$696 above market
1218,2020 Chevrolet Silverado 1500 LT Crew Cab 4WD,$44624,32843 mi,"Plymouth, WI",$1692 above market
1219,2019 Cadillac XT4 Premium Luxury AWD,$31225,39343 mi,"Waukesha, WI",$263 above market
1220,2004 Cadillac XLR RWD,$20999,49495 mi,"Brown Deer, WI",$3609 below market
1221,2023 Acura RDX SH-AWD with Advance and A-Spec Package,$49686,351 mi,"Milwaukee, WI",$2892 below market
1222,2020 Dodge Charger Scat Pack RWD,$40899,44968 mi,"West Bend, WI",$2571 below market
1223,2020 Ford Ranger XL SuperCab 4WD,$19580,133189 mi,"Watertown, WI",$2514 below market
1224,2020 GMC Sierra 1500 SLT Crew Cab 4WD,$43580,48600 mi,"Watertown, WI",$2900 below market
1225,2019 Chevrolet Camaro,$26995,1787 mi,"Plymouth, WI",$3768 below market
1226,2013 Chevrolet Silverado 1500 LT Extended Cab 4WD,$8998,204254 mi,"Delavan, WI",$2605 below market
1227,2021 Ford F-150 XLT SuperCrew 4WD,$39898,20260 mi,"Delavan, WI",$4506 below market
1228,2021 Cadillac XT5 Premium Luxury AWD,$40884,8106 mi,"Delavan, WI",$3771 below market
1229,2021 Chevrolet Suburban Z71 4WD,$59898,48674 mi,"Delavan, WI",$4990 below market
1230,2016 GMC Yukon SLE 4WD,$29999,50500 mi,"Sheboygan Falls, WI",$2128 below market
1231,2020 Volvo XC90 T6 Momentum 7-Passenger AWD,$38929,34729 mi,"Waukesha, WI",$2918 below market
1232,2017 Chevrolet Tahoe LT 4WD,$28594,111278 mi,"Milwaukee, WI",$2357 below market
1233,2020 Chevrolet Equinox 2.0T Premier AWD,$29282,4777 mi,"Milwaukee, WI",$2345 below market
1234,2020 Toyota Tacoma TRD Sport Double Cab 4WD,$35800,24317 mi,"Milwaukee, WI",$3496 below market
1235,2020 Ford F-150 Lariat SuperCrew 4WD,$42498,53922 mi,"Milwaukee, WI",$1141 above market
1236,2014 Volkswagen Jetta GLI Edition 30 FWD,$17995,67628 mi,"Waukesha, WI",$811 below market
1237,2021 Nissan Rogue SV AWD,$25423,42193 mi,"Waukesha, WI",$1164 below market
1238,2017 Buick Enclave Convenience FWD,$16389,98609 mi,"Milwaukee, WI",$476 below market
1239,2020 Buick Encore GX Essence AWD,$21899,53377 mi,"Gurnee, IL",$3359 below market
1240,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,"Saukville, WI",$4262 below market
1241,2021 Cadillac XT4 Sport AWD,$34999,17477 mi,"Saukville, WI",$3749 below market
1242,2022 Volkswagen ID.4 Pro S RWD,$35706,3794 mi,"Milwaukee, WI",$3214 below market
1243,2019 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$41765,41100 mi,"Cedarburg, WI",$2893 below market
1244,2020 Ford F-150 XLT SuperCrew 4WD,$36994,32889 mi,"Cedarburg, WI",$2597 below market
1245,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,"Cedarburg, WI",$2435 below market
1246,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,"Cedarburg, WI",$3193 below market
1247,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,"Gurnee, IL",$1625 below market
1248,2023 Volkswagen Golf R 2.0T 4Motion AWD,$52227,1916 mi,"Milwaukee, WI",$3955 below market
1249,2023 Porsche Macan T AWD,$61382,2301 mi,"Milwaukee, WI",$5636 below market
1250,2021 Honda Accord Hybrid Touring FWD,$31150,24401 mi,"Gurnee, IL",$2558 below market
1251,2022 Hyundai Santa Fe SEL AWD,$29500,15795 mi,"Gurnee, IL",$3087 below market
1252,2016 Nissan Rogue S FWD,$10990,101100 mi,"Gurnee, IL",$2296 below market
1253,2020 GMC Sierra 2500HD AT4 Crew Cab 4WD,$54603,55629 mi,"Plymouth, WI",$5430 below market
1254,2016 Subaru Forester 2.5i,$17240,69873 mi,"Greenfield, WI",$942 below market
1255,2020 Toyota RAV4 XLE AWD,$29981,24477 mi,"Brookfield, WI",$1534 below market
1256,2018 Kia Sorento LX AWD,$16997,89393 mi,"Waukesha, WI",$838 below market
1257,2019 Chrysler 300 Limited AWD,$21995,93696 mi,"West Allis, WI",$956 below market
1258,2020 Ford F-150 Lariat SuperCrew 4WD,$33955,72973 mi,"Milwaukee, WI",$7141 below market
1259,2012 Toyota RAV4 Base,$7999,125247 mi,"Zion, IL",$3840 below market
1260,2007 Ford F-250 Super Duty Lariat Crew Cab 4WD,$11999,142287 mi,"Zion, IL",$6291 below market
1261,2021 Jeep Wrangler Unlimited Rubicon 392 4WD,$65305,10945 mi,"Plymouth, WI",$11400 below market
1262,2022 Jeep Compass Latitude FWD,$23105,9168 mi,"Plymouth, WI",$4786 below market
1263,2013 Ford Escape SE AWD,$6999,111077 mi,"Milwaukee, WI",$3643 below market
1264,2015 Chrysler Town & Country Touring-L FWD,$10995,99926 mi,"Fox Lake, IL",$3860 below market
1265,2017 RAM 1500 Big Horn Crew Cab 4WD,$19995,128055 mi,"Mchenry, IL",$4387 below market
1266,2019 Ford F-150 XLT SuperCrew LB 4WD,$32994,35626 mi,"Sheboygan, WI",$6179 below market
1267,2021 BMW X5 M AWD,$84858,11135 mi,"Milwaukee, WI",$8218 below market
1268,2013 Honda Odyssey EX-L FWD,$7998,169189 mi,"Milwaukee, WI",$3345 below market
1269,2020 Ford Explorer Platinum AWD,$35458,45472 mi,"Oconomowoc, WI",$5394 below market
1270,2023 Cadillac XT6 Premium Luxury AWD,$51000,2326 mi,"Plymouth, WI",$6480 below market
1271,2017 Ford F-150 XLT 4WD,$15935,157369 mi,"Milwaukee, WI",$4676 below market
1272,2020 Honda CR-V EX-L AWD,$27424,25954 mi,"Milwaukee, WI",$3309 below market
1273,2022 Chevrolet Tahoe High Country 4WD,$76955,3755 mi,"Fox Lake, IL",$2885 below market
1274,2022 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$55815,9232 mi,"Milwaukee, WI",$844 below market
1275,2019 Chevrolet Silverado 1500,$33063,39687 mi,"Kenosha, WI",$3938 below market
1276,2021 Dodge Durango R/T AWD,$37990,60918 mi,"Burlington, WI",$1608 below market
1277,2020 Ford F-150 Lariat SuperCrew 4WD,$33955,72973 mi,"Milwaukee, WI",$7141 below market
1278,2012 Toyota RAV4 Base,$7999,125247 mi,"Zion, IL",$3840 below market
1279,2007 Ford F-250 Super Duty Lariat Crew Cab 4WD,$11999,142287 mi,"Zion, IL",$6291 below market
1280,2021 Jeep Wrangler Unlimited Rubicon 392 4WD,$65305,10945 mi,"Plymouth, WI",$11400 below market
1281,2022 Jeep Compass Latitude FWD,$23105,9168 mi,"Plymouth, WI",$4786 below market
1282,2013 Ford Escape SE AWD,$6999,111077 mi,"Milwaukee, WI",$3643 below market
1283,2015 Chrysler Town & Country Touring-L FWD,$10995,99926 mi,"Fox Lake, IL",$3860 below market
1284,2017 RAM 1500 Big Horn Crew Cab 4WD,$19995,128055 mi,"Mchenry, IL",$4387 below market
1285,2019 Ford F-150 XLT SuperCrew LB 4WD,$32994,35626 mi,"Sheboygan, WI",$6179 below market
1286,2021 BMW X5 M AWD,$84858,11135 mi,"Milwaukee, WI",$8218 below market
1287,2013 Honda Odyssey EX-L FWD,$7998,169189 mi,"Milwaukee, WI",$3345 below market
1288,2020 Ford Explorer Platinum AWD,$35458,45472 mi,"Oconomowoc, WI",$5394 below market
1289,2023 Cadillac XT6 Premium Luxury AWD,$51000,2326 mi,"Plymouth, WI",$6480 below market
1290,2017 Ford F-150 XLT 4WD,$15935,157369 mi,"Milwaukee, WI",$4676 below market
1291,2020 Honda CR-V EX-L AWD,$27424,25954 mi,"Milwaukee, WI",$3309 below market
1292,2021 Volkswagen ID.4 Pro S AWD,$38990,7179 mi,"Mequon, WI",$1168 below market
1293,2019 Chevrolet Equinox 1.5T LT AWD,$23995,18725 mi,"Milwaukee, WI",$381 below market
1294,2021 Jeep Grand Cherokee Laredo E 4WD,$30000,42930 mi,"Beaver Dam, WI",$1612 below market
1295,2017 GMC Sierra 2500HD Denali Crew Cab SB 4WD,$42946,152270 mi,"Antioch, IL",$825 above market
1296,2004 Cadillac XLR RWD,$20999,49495 mi,"Brown Deer, WI",$3609 below market
1297,2023 Acura RDX SH-AWD with Advance and A-Spec Package,$49686,351 mi,"Milwaukee, WI",$2892 below market
1298,2020 Dodge Charger Scat Pack RWD,$40899,44968 mi,"West Bend, WI",$2571 below market
1299,2020 Ford Ranger XL SuperCab 4WD,$19580,133189 mi,"Watertown, WI",$2514 below market
1300,2020 GMC Sierra 1500 SLT Crew Cab 4WD,$43580,48600 mi,"Watertown, WI",$2900 below market
1301,2019 Chevrolet Camaro,$26995,1787 mi,"Plymouth, WI",$3768 below market
1302,2013 Chevrolet Silverado 1500 LT Extended Cab 4WD,$8998,204254 mi,"Delavan, WI",$2605 below market
1303,2021 Ford F-150 XLT SuperCrew 4WD,$39898,20260 mi,"Delavan, WI",$4506 below market
1304,2021 Cadillac XT5 Premium Luxury AWD,$40884,8106 mi,"Delavan, WI",$3771 below market
1305,2021 Chevrolet Suburban Z71 4WD,$59898,48674 mi,"Delavan, WI",$4990 below market
1306,2016 GMC Yukon SLE 4WD,$29999,50500 mi,"Sheboygan Falls, WI",$2128 below market
1307,2020 Volvo XC90 T6 Momentum 7-Passenger AWD,$38929,34729 mi,"Waukesha, WI",$2918 below market
1308,2017 Chevrolet Tahoe LT 4WD,$28594,111278 mi,"Milwaukee, WI",$2357 below market
1309,2020 Chevrolet Equinox 2.0T Premier AWD,$29282,4777 mi,"Milwaukee, WI",$2345 below market
1310,2020 Toyota Tacoma TRD Sport Double Cab 4WD,$35800,24317 mi,"Milwaukee, WI",$3496 below market
1311,2019 Ford F-150 XLT SuperCrew 4WD,$34988,61359 mi,"Jefferson, WI",$123 above market
1312,2022 GMC Sierra 1500 AT4 Crew Cab 4WD,$62495,20652 mi,"Milwaukee, WI",$640 above market
1313,2020 Volvo XC90 T6 Momentum 7-Passenger AWD,$38929,34729 mi,"Waukesha, WI",$2918 below market
1314,2021 Nissan Maxima Platinum FWD,$36995,11788 mi,"Greenfield, WI",$807 above market
1315,2004 Cadillac XLR RWD,$20999,49495 mi,"Brown Deer, WI",$3609 below market
1316,2023 Acura RDX SH-AWD with Advance and A-Spec Package,$49686,351 mi,"Milwaukee, WI",$2892 below market
1317,2020 Dodge Charger Scat Pack RWD,$40899,44968 mi,"West Bend, WI",$2571 below market
1318,2020 Ford Ranger XL SuperCab 4WD,$19580,133189 mi,"Watertown, WI",$2514 below market
1319,2020 GMC Sierra 1500 SLT Crew Cab 4WD,$43580,48600 mi,"Watertown, WI",$2900 below market
1320,2019 Chevrolet Camaro,$26995,1787 mi,"Plymouth, WI",$3768 below market
1321,2013 Chevrolet Silverado 1500 LT Extended Cab 4WD,$8998,204254 mi,"Delavan, WI",$2605 below market
1322,2021 Ford F-150 XLT SuperCrew 4WD,$39898,20260 mi,"Delavan, WI",$4506 below market
1323,2021 Cadillac XT5 Premium Luxury AWD,$40884,8106 mi,"Delavan, WI",$3771 below market
1324,2021 Chevrolet Suburban Z71 4WD,$59898,48674 mi,"Delavan, WI",$4990 below market
1325,2016 GMC Yukon SLE 4WD,$29999,50500 mi,"Sheboygan Falls, WI",$2128 below market
1326,2020 Volvo XC90 T6 Momentum 7-Passenger AWD,$38929,34729 mi,"Waukesha, WI",$2918 below market
1327,2017 Chevrolet Tahoe LT 4WD,$28594,111278 mi,"Milwaukee, WI",$2357 below market
1328,2020 Chevrolet Equinox 2.0T Premier AWD,$29282,4777 mi,"Milwaukee, WI",$2345 below market
1329,2020 Toyota Tacoma TRD Sport Double Cab 4WD,$35800,24317 mi,"Milwaukee, WI",$3496 below market
1330,2019 Honda CR-V EX-L AWD,$29999,32244 mi,"Gurnee, IL",$975 above market
1331,2021 Lexus ES 250 AWD,$36209,23272 mi,"Brookfield, WI",$1237 below market
1332,2018 Chevrolet Cruze LT Sedan FWD,$16601,28860 mi,"Bristol, WI",$2159 below market
1333,2019 Honda Accord 2.0T Sport FWD,$19500,144738 mi,"West Bend, WI",$682 below market
1334,2021 Lexus RX 350 AWD,$44679,23671 mi,"Milwaukee, WI",$2432 below market
1335,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,"Cedarburg, WI",$2435 below market
1336,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,"Cedarburg, WI",$3193 below market
1337,2023 Porsche Macan T AWD,$61382,2301 mi,"Milwaukee, WI",$5636 below market
1338,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
1339,2021 Jeep Cherokee Latitude Plus 4WD,$23905,56249 mi,"Plymouth, WI",$2528 below market
1340,2020 Jeep Gladiator Rubicon Crew Cab 4WD,$42970,32653 mi,"Plymouth, WI",$3126 below market
1341,2021 BMW X5 M AWD,$84858,11135 mi,"Milwaukee, WI",$8218 below market
1342,2021 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$43624,54916 mi,"Milwaukee, WI",$2276 below market
1343,2021 Acura RDX SH-AWD,$35321,9246 mi,"Milwaukee, WI",$1671 below market
1344,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
1345,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,"Gurnee, IL",$1625 below market
1346,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
1347,2019 Hyundai Santa Fe XL Limited Ultimate AWD,$21999,96504 mi,"Franklin, WI",$1828 below market
1348,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,"Saukville, WI",$4262 below market
1349,2019 Ford Mustang GT Coupe RWD,$37494,4073 mi,"Mount Pleasant, WI",$2163 below market
